start_map,start_cell,target_map,target_cell
7485,276,7469,318
7485,457,7486,36
7486,22,7485,442
7486,276,7470,303
7486,289,8538,262
7486,456,7487,33
7487,19,7486,442
7487,305,7471,347
7487,308,7599,309
7487,405,8572,378
7487,459,7488,38
7488,24,7487,444
7488,247,7472,274
7488,260,8571,233
7488,457,7489,37
7489,160,7473,216
7489,22,7488,442
7489,231,7856,204
7489,457,8613,37
749,318,742,291
749,392,2066,419
749,455,733,37
750,202,1546,271
750,339,490,268
750,352,490,283
7501,294,7349,263
751,352,753,225
751,402,518,299
7510,294,7399,253
7511,294,7444,240
7512,294,7394,140
7513,294,7344,152
7514,294,7445,220
7515,294,7384,124
7516,294,7412,340
7516,400,12095,169
7519,432,7530,179
752,150,6928,122
752,154,6928,124
752,424,487,294
752,439,487,294
7522,418,7531,192
7523,403,7536,328
7525,418,7537,251
7526,418,7534,177
7527,140,7528,314
7527,249,7383,206
7528,329,7527,151
7529,301,7366,258
753,211,751,338
753,285,1549,251
753,367,518,352
7530,164,7519,417
7531,177,7522,432
7532,177,7533,283
7532,197,7536,352
7533,268,7532,192
7534,162,7526,432
7536,313,7523,418
7536,366,7532,211
7537,227,7538,209
7537,236,7525,432
7538,195,7537,241
7538,371,7539,252
7539,237,7538,385
754,169,177,372
754,221,177,421
754,271,177,372
754,353,177,422
7543,189,7423,187
7543,21,7438,442
7543,289,7455,291
7543,457,7440,37
7544,351,7430,284
7545,25,7347,447
7545,376,7349,378
7545,459,7334,38
7546,328,7382,235
7548,309,7360,384
7549,381,7414,156
7550,399,7330,343
7551,195,7552,210
7551,241,7552,210
7551,315,7428,327
7551,329,7428,327
7552,196,7551,224
7553,337,7554,322
7553,343,7411,208
7553,357,7411,208
7554,307,7553,352
7555,329,7329,100
7556,314,7604,219
7556,328,7604,219
7557,276,7558,274
7557,445,7443,85
7557,452,9634,47
7558,131,7561,129
7558,17,7575,439
7558,289,7557,291
7558,38,7575,445
7558,454,7559,63
7559,247,7560,245
7559,48,7558,440
7560,231,7559,262
7560,35,7561,441
7561,144,7558,146
7561,305,7562,303
7561,455,7560,50
7562,318,7561,291
7562,457,7563,36
7563,22,7562,442
7563,457,7564,51
7564,218,7566,216
7564,289,7565,262
7564,36,7563,442
7565,276,7564,303
7566,231,7564,233
7566,276,7568,245
7568,260,7566,291
7568,37,7571,441
7568,457,7569,35
7569,21,7568,443
757,407,733,307
757,421,733,307
757,436,733,307
7571,456,7568,51
7572,314,7573,163
7572,342,7574,133
7573,148,7572,299
7573,330,7429,272
7573,344,7429,272
7573,352,7429,282
7573,367,7429,282
7574,125,7572,356
7575,453,7558,31
7575,459,7558,53
7576,180,7377,324
7577,180,7377,324
7580,365,7289,244
7581,353,7351,327
7582,270,7583,300
7583,196,7584,283
7583,285,7582,240
7584,268,7583,210
7584,353,7362,327
7596,291,7364,413
7598,328,4930,503
7599,169,7600,337
7599,323,7487,322
7600,140,7603,352
7600,351,7599,183
7601,380,7460,266
7601,395,7460,266
7602,294,7346,221
7603,128,7604,394
7603,366,7600,154
7604,204,7556,299
7604,408,7603,142
7604,55,7605,427
7605,456,7604,70
7606,213,7379,427
7607,21,7474,441
7607,247,7459,303
7607,260,8612,233
7607,458,7608,38
7608,23,7607,444
7608,260,8611,233
7608,456,7609,36
7609,21,7608,442
7609,218,7461,216
7609,289,8610,204
7609,456,7610,36
761,144,1040,407
761,173,1040,436
761,460,166,40
7610,160,7462,187
7610,21,7609,441
7610,289,8609,204
7610,455,7611,34
7611,20,7610,441
7611,218,7463,216
7611,260,8608,233
7611,455,7612,34
7612,173,8607,233
7612,189,7464,129
7612,20,7611,441
7612,457,8600,37
7613,367,7453,197
7614,228,7441,267
7615,213,7458,210
7616,354,7345,283
7617,142,7622,142
7618,123,7619,107
7619,142,7620,133
7619,98,7618,132
7620,125,7619,133
7620,150,7400,120
7621,134,7623,150
7621,167,7360,278
7622,134,7617,133
7622,159,7444,178
7623,142,7621,142
7624,123,7625,107
7625,142,7626,133
7625,98,7624,124
7626,125,7625,125
7626,150,7384,165
7627,123,7628,107
7628,142,7629,133
7628,98,7627,131
7629,125,7628,150
7629,150,7428,177
763,144,166,262
763,21,765,440
763,421,176,419
763,459,165,40
7630,151,7368,120
7631,151,7360,208
7632,123,7633,107
7633,142,7634,133
7633,98,7632,132
7634,125,7633,133
7634,150,7360,158
7635,181,7636,181
7635,213,7412,170
7636,170,7635,171
7637,134,7638,133
7637,159,7412,118
7638,142,7637,142
7639,123,7640,107
7640,142,7642,133
7640,98,7639,131
7641,181,7643,181
7641,213,7380,107
7642,125,7640,133
7642,150,7392,177
7643,170,7641,192
7644,134,7645,150
7644,159,7380,99
7645,142,7644,142
7646,151,7408,223
7647,142,7648,142
7648,134,7647,125
7648,159,7352,129
7649,187,7381,180
7649,99,7651,109
765,18,9468,439
765,407,164,419
765,455,763,36
7650,121,7651,145
7651,133,7650,133
7651,283,7381,236
7651,97,7649,109
7652,142,7653,142
7653,134,7652,150
7653,159,7447,133
7654,125,7656,150
7654,150,7348,273
7655,123,7657,107
7656,142,7654,133
7656,98,7659,132
7657,142,7658,133
7657,98,7655,132
7658,125,7657,133
7658,150,7415,162
7659,123,7656,107
766,17,183,437
766,252,6143,167
766,260,908,233
766,44,497,100
7660,123,7661,107
7661,142,7662,133
7661,98,7660,124
7662,125,7661,125
7662,150,7399,148
7663,170,7664,192
7664,181,7663,181
7664,213,7399,141
7665,151,7347,285
7666,134,7667,150
7666,159,7347,99
7667,142,7666,142
7668,181,7669,181
7668,213,7411,184
7669,170,7668,192
7670,151,7383,342
7671,123,7672,107
7672,142,7673,133
7672,98,7671,132
7673,125,7672,150
7673,150,7383,172
7674,133,7675,133
7674,283,7367,206
7674,97,7677,109
7675,121,7674,145
7676,134,7679,150
7676,159,7379,163
7677,187,7367,150
7677,99,7674,109
7678,123,7680,107
7679,142,7676,142
7680,142,7681,133
7680,98,7678,132
7681,125,7680,150
7681,150,7367,172
7682,151,7367,456
7683,151,7379,144
7684,151,7363,397
7685,125,7686,133
7685,150,7363,133
7686,142,7685,133
7686,98,7687,131
7687,123,7686,107
7688,99,7690,109
7689,121,7690,145
7690,133,7689,133
7690,283,7363,216
7690,97,7688,109
7691,151,7430,428
7692,142,7693,142
7693,134,7692,150
7693,159,7430,192
7694,151,7331,139
7695,134,7696,133
7695,159,7331,461
7696,142,7695,142
7697,142,7698,142
7698,134,7697,150
7698,159,7331,129
7699,125,7701,133
7699,150,7426,148
7700,142,7702,142
7701,142,7699,133
7701,98,7703,131
7702,134,7700,150
7702,159,7382,447
7703,123,7701,107
7704,328,4272,651
7707,181,7711,181
7707,213,7408,199
7708,134,7710,133
7708,159,7410,231
7709,134,7745,150
7709,159,7366,104
771,169,1749,225
771,183,1749,225
771,202,784,233
771,21,783,442
771,213,1749,225
771,328,1749,298
771,79,1749,193
771,80,1749,193
771,95,1749,193
771,99,1749,124
7710,142,7708,142
7711,170,7707,192
7712,125,7713,150
7712,150,7410,309
7713,142,7712,133
7713,98,7716,132
7714,134,7718,150
7714,159,7445,249
7715,181,7717,181
7715,213,7345,335
7716,123,7713,107
7717,170,7715,192
7718,142,7714,142
7719,123,7720,107
7720,142,7721,133
7720,98,7719,132
7721,125,7720,150
7721,150,7445,404
7722,170,7728,192
7723,151,7394,299
7724,125,7726,133
7724,150,7394,354
7725,151,7377,221
7726,142,7724,133
7726,98,7727,131
7727,123,7726,107
7728,181,7722,181
7728,213,7377,140
7729,142,7730,142
7730,134,7729,125
7730,159,7413,89
7731,151,7441,376
7732,133,7733,132
7732,283,7289,204
7732,97,7734,109
7733,121,7732,145
7734,187,7289,148
7734,99,7732,109
7735,142,7736,142
7736,134,7735,133
7736,159,7397,158
7737,187,7409,282
7737,99,7739,109
7738,121,7739,145
7739,133,7738,133
7739,283,7409,338
7739,97,7737,109
7740,123,7741,107
7741,142,7742,133
7741,98,7740,124
7742,125,7741,125
7742,150,7364,158
7743,134,7744,133
7743,159,7289,260
7744,142,7743,142
7745,142,7709,142
7746,151,7425,440
7749,134,7750,150
7749,159,7425,199
7750,142,7749,142
7751,133,7752,133
7751,283,7335,310
7751,97,7753,109
7752,121,7751,145
7753,187,7335,254
7753,99,7751,109
7754,170,7755,192
7755,181,7754,181
7755,213,7335,388
7756,181,7757,181
7756,213,7334,258
7757,170,7756,192
7758,134,7759,150
7758,159,7334,268
7759,142,7758,142
7760,328,7426,326
7761,21,7417,441
7761,318,7771,320
7761,363,8536,361
7761,442,7762,51
7762,289,7794,233
7762,349,7810,361
7762,36,7761,427
7762,441,7763,50
7763,187,7795,175
7763,262,7764,259
7763,35,7762,426
7763,454,7799,34
7764,18,7810,438
7764,233,7765,259
7764,274,7763,277
7764,456,7800,36
7765,23,7811,444
7765,245,7764,219
7765,442,7766,51
7766,160,2056,158
7766,36,7765,427
7766,405,7800,349
7766,442,7767,51
7767,318,7801,291
7767,36,7766,427
7767,363,2060,390
7767,442,7768,50
7768,218,9447,245
7768,231,7802,175
7768,36,7767,428
7768,457,9451,39
7770,222,7784,244
7770,24,9447,443
7771,21,7433,442
7771,260,7772,262
7771,305,7761,332
7771,457,7794,37
7772,260,7809,233
7772,276,7771,274
7772,458,7773,37
7773,131,7794,187
7773,22,7772,443
7773,347,7812,349
7773,458,7774,36
7774,204,7795,245
7774,22,7773,443
7774,318,7775,262
7774,457,7798,37
7775,21,7812,441
7775,260,8597,262
7775,276,7774,303
7775,456,7776,36
7776,102,7798,129
7776,21,7775,442
7776,289,8602,204
7776,457,7777,35
7777,202,8601,175
7777,21,7776,443
7777,218,7807,245
7777,329,7780,47
7778,170,7779,192
7779,181,7778,181
7779,217,7414,251
7780,276,9636,332
7780,32,7777,343
7780,429,7781,50
7781,36,7780,414
7781,457,7782,65
7782,327,164,109
7782,36,7781,443
7784,259,7770,237
7784,456,7785,51
7785,36,7784,442
7785,458,688,168
7793,353,7376,343
7793,367,7376,343
7794,173,7773,117
7794,22,7771,443
7794,247,7762,274
7794,457,7795,36
7795,160,7763,172
7795,22,7794,443
7795,231,7774,190
7795,457,7796,37
7796,189,7799,216
7796,22,7795,443
7796,231,7798,204
7796,456,7805,36
7798,144,7776,88
7798,218,7796,216
7798,22,7774,442
7798,456,7807,36
7799,19,7763,440
7799,202,7796,204
7799,218,7800,245
7799,457,7804,36
7800,22,7764,455
7800,231,7799,204
7800,363,7766,419
7800,457,7801,36
7801,22,7800,443
7801,231,7804,204
7801,305,7767,332
7801,457,7802,37
7802,144,9459,59
7802,189,7768,245
7802,22,7801,442
7804,189,7801,245
7804,22,7799,443
7804,231,7805,204
7804,453,9459,31
7805,21,7796,442
7805,218,7804,245
7805,231,7807,204
7806,17,7464,437
7806,218,7449,245
7806,260,8600,233
7806,455,7809,35
7807,21,7798,442
7807,218,7805,245
7807,231,7777,233
7809,20,7806,441
7809,247,7772,274
7809,260,8599,204
7809,455,7812,35
7810,21,8536,442
7810,276,7811,332
7810,376,7762,364
7810,453,7764,33
7811,218,7829,245
7811,22,8534,442
7811,318,7810,262
7811,458,7765,38
7812,20,7809,441
7812,260,8598,233
7812,334,7773,361
7812,456,7775,36
7829,22,7833,443
7829,231,7811,233
7829,247,7838,274
7829,457,7853,36
783,173,1700,233
783,457,771,36
7830,231,7834,204
7830,24,7305,445
7830,460,7842,38
7831,22,4268,441
7831,318,7835,262
7831,459,7832,37
7832,218,2191,187
7832,23,7831,445
7832,260,7836,262
7833,173,8534,146
7833,20,7369,439
7833,247,7837,274
7833,457,7829,36
7834,202,7839,146
7834,21,7321,441
7834,218,7830,245
7834,457,7840,36
7835,173,7841,204
7835,21,7843,443
7835,276,7831,332
7835,455,7836,34
7836,20,7835,441
7836,247,7832,245
7837,218,7839,245
7837,22,7353,440
7837,260,7833,262
7837,456,7838,36
7838,21,7837,442
7838,247,7850,303
7838,260,7829,262
7838,457,7852,37
7839,160,7834,187
7839,22,7337,443
7839,231,7837,233
7839,457,7850,37
784,173,797,175
784,192,1748,293
784,218,771,187
784,22,1700,442
784,220,1748,293
784,236,1748,309
784,249,1748,293
784,265,1748,309
784,295,1748,352
784,297,1748,339
784,309,1748,339
784,310,1748,352
784,323,1748,352
784,324,1748,352
784,339,1748,309
784,368,1748,339
784,369,1748,339
784,395,1748,293
784,397,1748,339
784,442,1748,398
784,458,785,38
7840,189,7842,187
7840,260,7850,262
7840,457,7845,51
7841,189,7835,158
7841,231,7844,233
7841,459,2061,38
7842,202,7840,175
7842,218,4267,216
7842,24,7830,446
7842,457,7843,37
7843,218,4268,245
7843,22,7842,442
7843,457,7835,35
7844,21,7851,442
7844,218,7841,216
7844,260,7846,233
7845,218,7843,216
7845,457,7841,36
7846,21,7852,443
7846,247,7844,245
7846,456,7847,35
7847,21,7846,442
785,122,1752,205
785,216,798,190
785,23,784,443
7850,22,7839,443
7850,247,7840,274
7850,289,7838,262
7850,457,7851,37
7851,22,7850,443
7851,247,7845,216
7851,260,7852,262
7852,22,7838,442
7852,247,7851,274
7852,260,7853,233
7852,457,7846,36
7853,22,7829,442
7853,247,7852,245
7855,114,7882,407
7855,16,10166,436
7855,218,7857,245
7855,453,8590,35
7856,218,7489,245
7856,23,8571,443
7856,231,7857,204
7856,457,8570,36
7857,218,7856,245
7857,22,8583,442
7857,231,7855,204
7857,456,8582,37
7858,373,1269,253
7858,387,1269,253
7858,401,1269,253
7882,421,7855,128
7882,57,7883,378
7883,392,7882,71
7883,57,7884,407
7884,421,7883,71
7884,57,7885,349
7885,27,8175,378
7885,363,7884,71
7891,21,8346,442
7891,289,7895,291
7891,456,7892,36
7891,97,11570,338
7892,21,7891,442
7892,456,7893,34
7893,20,7892,441
7895,149,11591,325
7895,202,7899,262
7895,22,8343,443
7895,276,7891,303
7895,457,7896,52
7896,437,7897,75
7896,53,7895,442
7897,458,7898,141
7897,60,7896,423
7898,141,7897,443
7898,461,7923,113
7899,127,12185,367
7899,21,8341,442
7899,223,11590,309
7899,247,7895,187
7899,289,8437,291
7899,456,7900,36
7900,21,7899,442
7900,297,11569,338
7901,318,8375,320
7901,458,7902,38
7902,23,7901,444
7902,260,8373,262
7902,457,7928,37
7903,434,7908,407
7903,461,7904,40
7904,26,7903,447
7904,289,7909,291
7904,456,7905,36
7905,21,7904,442
7905,231,7910,233
7905,363,8241,390
7905,457,7906,36
7906,218,8237,245
7906,22,7905,443
7906,231,7911,233
7906,460,7907,40
7907,160,8231,216
7907,25,7906,446
7907,318,7912,349
7907,457,7995,36
7908,318,7913,320
7908,421,7903,448
7908,459,7909,39
7909,231,7914,262
7909,24,7908,444
7909,276,7904,303
7909,459,7910,38
7910,218,7905,245
7910,231,7915,233
7910,24,7909,444
7910,457,7911,36
7911,218,7906,245
7911,22,7910,443
7911,231,7916,233
7911,457,7912,37
7912,22,7911,442
7912,334,7907,303
7912,405,7917,378
7912,452,8186,31
7912,461,8186,40
7913,289,7918,291
7913,305,7908,332
7913,456,7914,35
7914,21,7913,442
7914,231,7919,233
7914,247,7909,216
7914,457,7915,37
7915,218,7910,245
7915,22,7914,443
7915,260,7920,262
7915,456,7916,36
7916,144,7921,117
7916,21,7915,442
7916,218,7911,245
7916,457,7917,36
7917,22,7916,442
7917,392,7912,419
7918,276,7913,303
7918,318,7923,320
7918,457,7919,37
7919,218,7914,245
7919,22,7918,442
7919,260,7924,262
7919,456,7920,35
7920,21,7919,441
7920,247,7915,274
7920,260,7925,262
7920,453,7921,33
7920,460,7921,39
7921,131,7916,158
7921,18,7920,439
7921,25,7920,445
7921,289,7926,262
7921,459,7922,39
7922,24,7921,444
7922,289,7927,291
7922,57,7927,59
7923,305,7918,289
7923,376,7928,262
7923,456,7924,35
7923,98,7898,446
7924,21,7923,442
7924,247,7919,274
7924,289,7929,291
7924,457,7925,36
7925,22,7924,443
7925,247,7920,274
7925,289,7930,262
7925,458,7926,37
7926,173,7931,117
7926,23,7925,443
7926,276,7921,303
7926,405,7931,378
7926,455,7927,34
7926,462,7927,42
7927,20,7926,441
7927,27,7926,448
7927,276,7922,274
7927,376,7932,378
7927,44,7922,42
7927,452,8047,31
7927,460,8047,40
7928,22,7902,443
7928,247,7923,390
7928,260,8372,204
7928,457,7929,37
7929,22,7928,442
7929,260,8370,233
7929,276,7924,303
7929,455,7930,34
7930,115,7935,117
7930,20,7929,441
7930,276,7925,274
7930,434,7935,436
7930,456,7931,35
7930,461,7931,41
7931,131,7926,187
7931,21,7930,441
7931,26,7930,447
7931,260,7936,262
7931,392,7926,419
7931,456,7932,36
7932,21,7931,442
7932,289,7937,291
7932,363,7927,361
7932,457,8060,36
7935,102,7930,100
7935,421,7930,419
7935,455,7936,34
7936,20,7935,441
7936,247,7931,274
7936,318,7941,320
7936,457,7937,37
7937,22,7936,443
7937,276,7932,303
7937,289,7942,291
7937,457,8073,36
7941,305,7936,332
7942,276,7937,274
7942,455,8086,35
7943,289,7956,262
7943,456,7944,35
7944,115,7957,204
7944,160,8223,187
7944,21,7943,442
7944,434,7957,407
7944,456,7945,36
7944,462,7945,42
7945,131,8217,158
7945,21,7944,441
7945,260,7958,233
7945,27,7944,448
7945,452,7946,31
7945,462,7946,41
7946,17,7945,438
7946,218,8166,245
7946,27,7945,448
7946,376,7959,349
7946,453,7947,32
7946,462,7947,41
7946,86,7959,59
7947,18,7946,438
7947,189,8167,216
7947,27,7946,448
7947,434,7960,436
7947,453,7948,32
7947,462,7948,41
7947,86,7960,88
7948,160,8168,187
7948,18,7947,439
7948,26,7947,447
7948,421,8168,419
7948,434,7961,407
7948,451,7949,31
7948,460,7949,39
7948,86,7961,59
7949,16,7948,436
7949,173,7962,204
7949,24,7948,445
7949,458,7950,37
7949,73,8169,100
7950,23,7949,443
7950,231,7963,204
7950,457,7951,52
7951,160,8171,187
7951,263,7951,353
7951,318,7964,291
7951,37,7950,443
7951,457,7952,36
7952,21,7951,443
7952,405,7965,407
7952,458,7953,38
7953,115,7966,59
7953,23,7952,443
7953,334,8173,361
7953,456,7954,36
7954,21,7953,441
7954,260,7967,204
7954,334,8174,332
7954,458,8177,37
7956,276,7943,274
7956,289,7969,262
7956,457,7957,37
7957,189,7944,100
7957,202,7970,233
7957,22,7956,442
7957,392,7944,448
7957,457,7958,36
7958,22,7957,443
7958,231,7971,248
7958,247,7945,274
7958,456,7959,36
7959,202,7972,233
7959,21,7958,442
7959,363,7946,390
7959,451,7960,30
7959,460,7960,39
7959,73,7946,100
7960,16,7959,437
7960,231,7973,146
7960,25,7959,446
7960,421,7947,419
7960,450,7961,31
7960,455,7961,36
7960,73,7947,71
7961,16,7960,436
7961,21,7960,440
7961,318,7974,262
7961,421,7948,448
7961,456,7962,35
7961,73,7948,100
7962,189,7949,187
7962,21,7961,457
7962,347,7975,320
7962,457,7963,37
7963,218,7950,245
7963,22,7962,442
7963,289,7976,233
7963,456,7964,34
7964,20,7963,442
7964,202,7977,204
7964,305,7951,332
7964,457,7965,37
7965,173,7978,146
7965,22,7964,443
7965,421,7952,390
7965,459,7966,39
7966,24,7965,444
7966,289,7979,291
7966,455,7967,35
7966,73,7953,129
7967,21,7966,440
7967,218,7954,274
7967,318,7980,291
7967,457,7968,36
7968,160,8177,100
7968,22,7967,443
7968,289,7981,262
7968,456,8212,36
7969,231,7982,204
7969,24,8232,445
7969,276,7956,274
7969,457,7970,37
797,125,1747,155
797,160,784,158
7970,202,7983,190
7970,218,7957,216
7970,22,7969,442
7970,453,7971,62
7971,202,7984,233
7971,233,7958,245
7971,462,7972,42
7971,47,7970,439
7972,218,7959,216
7972,434,7985,450
7972,447,7973,56
7972,57,7971,448
7973,137,8430,117
7973,153,8423,123
7973,160,7960,245
7973,289,7986,349
7973,41,7972,462
7973,460,7974,40
7974,144,7987,161
7974,25,7973,446
7974,276,7961,303
7974,456,7975,35
7975,21,7974,442
7975,231,7988,233
7975,305,7962,361
7975,456,7976,36
7976,22,7975,441
7976,247,7963,303
7976,318,7989,291
7976,454,7977,34
7977,189,7964,216
7977,19,7976,440
7977,376,7990,320
7977,456,7978,36
7978,160,7965,187
7978,173,7991,175
7978,21,7977,441
7978,457,7979,37
7979,22,7978,443
7979,260,7992,320
7979,276,7966,303
7979,457,7980,36
798,185,1746,415
798,204,785,201
7980,22,7979,443
7980,231,7993,233
7980,276,7967,332
7980,456,7981,35
7981,21,7980,442
7981,247,7968,274
7981,318,7994,320
7981,455,8210,36
7982,218,7969,245
7982,22,8231,442
7982,260,7995,204
7982,458,7983,38
7983,204,7970,216
7983,23,7982,444
7983,231,8179,233
7983,460,7984,42
7984,218,7971,187
7984,27,7983,445
7984,318,8181,247
7984,462,7985,41
7985,173,7998,204
7985,27,7984,448
7985,436,7972,419
7985,461,7986,40
7986,231,7999,262
7986,26,7985,447
7986,278,8466,246
7986,334,7973,274
7986,455,7987,34
7987,175,7974,158
7987,20,7986,441
7987,260,8000,262
7987,456,7988,36
7988,21,7987,442
7988,218,7975,245
7988,318,8001,349
7988,454,7989,34
7989,173,8002,233
7989,19,7988,439
7989,305,7976,332
7989,457,7990,37
7990,22,7989,442
7990,231,8003,204
7990,334,7977,390
7990,460,7991,40
7991,160,7978,187
7991,26,7990,445
7991,260,8004,233
7991,457,7992,37
7992,22,7991,443
7992,231,8005,262
7992,305,7979,245
7992,456,7993,35
7993,21,7992,441
7993,218,7980,216
7993,289,8260,262
7993,454,7994,33
7994,173,8007,175
7994,18,7993,440
7994,305,7981,303
7994,456,8208,37
7995,189,7982,274
7995,22,7907,443
7995,376,8186,349
7995,456,8179,36
7998,21,8181,458
7998,218,7985,202
7998,361,8011,392
7998,458,7999,37
7999,22,7998,443
7999,276,7986,216
7999,347,8012,262
7999,461,8000,40
800,289,813,262
800,461,801,40
8000,124,8457,195
8000,178,8364,295
8000,26,7999,446
8000,276,7987,245
8000,434,8199,378
8000,456,8001,34
8001,20,8000,441
8001,253,8442,214
8001,278,8440,195
8001,289,8014,305
8001,363,7988,303
8001,455,8002,35
8002,21,8001,441
8002,218,7989,158
8002,376,8015,305
8002,453,8003,33
8003,18,8002,438
8003,218,7990,216
8003,289,8016,247
8003,460,8004,39
8004,231,8017,233
8004,247,7991,245
8004,25,8003,446
8004,458,8005,39
8005,173,8018,146
8005,24,8004,443
8005,247,7992,245
8005,457,8260,36
8007,160,7994,158
8007,21,8260,441
8007,231,8020,233
8007,459,8120,38
801,26,800,447
801,461,802,39
8011,20,8182,441
8011,347,8024,305
8011,363,7998,347
8011,453,8012,32
8012,17,8011,438
8012,276,7999,361
8012,308,8366,324
8012,361,8025,378
8012,458,8199,36
8014,235,8523,380
8014,25,8199,444
8014,276,8001,318
8014,376,8027,349
8014,452,8015,31
8015,17,8014,437
8015,334,8002,347
8015,347,8028,334
8015,458,8016,37
8016,202,8029,175
8016,218,8003,260
8016,22,8015,443
8016,459,8017,39
8017,173,8030,218
8017,218,8004,245
8017,24,8016,445
8017,459,8018,38
8018,160,8005,158
8018,24,8017,445
8018,260,8031,262
8018,455,8019,35
8019,20,8018,441
8019,202,8032,204
8019,218,8260,245
8019,452,8020,31
8019,461,8020,42
802,225,1740,340
802,25,801,446
8020,17,8019,438
8020,218,8007,245
8020,231,8033,233
8020,27,8019,447
8020,457,8127,37
8024,18,8184,439
8024,334,8011,361
8024,341,8255,379
8024,376,8037,378
8024,457,8025,37
8025,22,8024,442
8025,363,8012,346
8025,454,8026,33
8025,57,8038,117
8026,160,8199,129
8026,173,8039,204
8026,18,8025,439
8026,283,8196,296
8026,457,8027,21
8027,144,8040,146
8027,22,8026,456
8027,262,8307,313
8027,363,8014,361
8027,384,8323,424
8027,460,8028,40
8028,25,8027,445
8028,260,8041,291
8028,363,8015,318
8028,456,8029,36
8029,189,8016,216
8029,21,8028,442
8029,318,8042,262
8029,460,8030,41
803,156,1738,309
803,458,804,38
8030,189,8017,144
8030,231,8043,262
8030,26,8029,445
8030,455,8031,34
8031,20,8030,441
8031,202,8044,175
8031,247,8018,274
8031,454,8032,33
8031,461,8032,39
8032,189,8019,216
8032,19,8031,439
8032,231,8045,204
8032,25,8031,447
8032,458,8033,37
8033,218,8020,216
8033,23,8032,444
8033,318,8046,204
8033,458,8134,38
8034,218,8187,158
8034,347,8047,349
8034,457,8035,37
8035,22,8034,443
8035,231,8048,233
8035,334,8185,361
8035,456,8036,36
8036,21,8035,441
8036,289,8049,262
8036,334,8184,361
8036,456,8037,36
8037,173,8050,175
8037,21,8036,441
8037,363,8024,361
8037,458,8038,36
8038,115,8051,131
8038,21,8037,444
8038,445,8361,323
8038,456,8039,49
8038,88,8025,71
8039,189,8026,158
8039,260,8052,218
8039,343,8362,338
8039,35,8038,442
8039,459,8040,39
804,23,803,444
8040,160,8027,158
8040,24,8039,444
8040,289,8053,320
8040,457,8041,35
8041,21,8040,443
8041,231,8054,262
8041,276,8028,245
8041,456,8042,35
8042,21,8041,442
8042,260,8055,262
8042,276,8029,332
8042,457,8043,37
8043,22,8042,442
8043,247,8030,216
8043,260,8056,204
8043,457,8044,35
8044,189,8031,216
8044,21,8043,443
8044,318,8057,262
8044,458,8045,38
8045,218,8032,245
8045,23,8044,444
8045,318,8058,291
8045,452,8046,32
8045,57,8058,30
8046,18,8045,438
8046,218,8033,332
8046,231,8059,262
8046,458,8141,36
8047,17,7927,437
8047,25,7927,446
8047,260,8060,233
8047,334,8034,361
8047,456,8048,35
8047,462,8048,42
8048,21,8047,441
8048,218,8035,245
8048,231,8061,233
8048,27,8047,447
8048,451,8049,31
8048,461,8049,41
8049,16,8048,437
8049,202,8062,175
8049,26,8048,447
8049,276,8036,303
8049,456,8050,37
8050,160,8037,187
8050,22,8049,441
8050,318,8063,291
8050,459,8051,39
8051,102,8038,100
8051,24,8050,445
8051,318,8064,320
8051,455,8052,34
8052,189,8039,245
8052,19,8051,440
8052,260,8065,262
8052,459,8053,37
8053,23,8052,445
8053,305,8040,274
8053,347,8066,349
8053,458,8054,38
8054,23,8053,443
8054,247,8041,216
8054,260,8067,204
8054,456,8055,37
8055,202,8068,262
8055,22,8054,442
8055,247,8042,245
8055,458,8056,36
8056,218,8043,245
8056,22,8055,444
8056,318,8069,291
8056,457,8057,36
8057,22,8056,443
8057,260,8070,204
8057,276,8044,332
8057,456,8058,36
8058,21,8057,442
8058,276,8045,332
8058,44,8045,42
8058,454,8059,36
8059,21,8058,439
8059,247,8046,245
8059,453,8227,34
8060,22,7932,443
8060,247,8047,245
8060,318,8073,320
8060,455,8061,35
8061,20,8060,441
8061,218,8048,216
8061,347,8074,320
8061,457,8062,36
8062,189,8049,187
8062,22,8061,443
8062,289,8075,262
8062,434,8075,436
8062,459,8063,38
8063,202,8076,175
8063,24,8062,445
8063,305,8050,332
8063,460,8064,39
8064,25,8063,445
8064,260,8077,262
8064,305,8051,332
8064,458,8065,37
8065,23,8064,444
8065,231,8078,276
8065,247,8052,245
8065,459,8066,39
8066,24,8065,445
8066,289,8079,320
8066,334,8053,361
8066,457,8067,37
8067,218,8054,274
8067,22,8066,443
8067,231,8080,247
8067,459,8068,39
8068,24,8067,444
8068,247,8055,187
8068,289,8081,291
8068,456,8069,36
8069,202,8082,204
8069,21,8068,442
8069,305,8056,303
8069,456,8070,36
8070,21,8069,442
8070,218,8057,245
8073,22,7937,442
8073,231,8086,233
8073,305,8060,332
8073,454,8074,34
8074,115,8087,88
8074,19,8073,440
8074,332,8087,262
8074,334,8061,361
8074,452,8075,31
8074,461,8075,40
8075,17,8074,437
8075,26,8074,446
8075,260,8088,262
8075,276,8062,303
8075,421,8062,419
8075,452,8076,31
8075,458,8076,40
8075,81,11566,338
8076,122,11583,309
8076,17,8075,437
8076,189,8063,187
8076,25,8075,443
8076,289,8089,233
8076,457,8077,37
8077,200,11584,325
8077,22,8076,443
8077,231,8090,247
8077,247,8064,245
8077,457,8078,38
8078,143,11567,338
8078,23,8077,443
